index,count,count_CCR,count_cys,shape_kid,shape_CCR,shape_cys,lumi_mean,lumi_std,lumi_max,lumi_min,lumi_mean_SE2_CCR,lumi_std_SE2_CCR,lumi_max_SE2_CCR,lumi_min_SE2_CCR,lumi_mean_SE2_cys,lumi_std_SE2_cys,lumi_max_SE2_cys,lumi_min_SE2_cys,lumi_mean_SE3_kid,lumi_std_SE3_kid,lumi_max_SE3_kid,lumi_min_SE3_kid,lumi_mean_SE3_CCR,lumi_std_SE3_CCR,lumi_max_SE3_CCR,lumi_min_SE3_CCR,lumi_mean_SE3_cys,lumi_std_SE3_cys,lumi_max_SE3_cys,lumi_min_SE3_cys
112,457739,44579.0,,62,23,0,127.50552825955404,73.33253032873344,375,-151,104.52515758541016,47.10409740339399,279.0,-110.0,,,,,128.73692,61.025475,353.45935,-135.83954,87.90111999999999,30.826690000000003,201.9386,-117.31341599999999,,,,
113,411489,5239.0,33614.0,65,12,43,149.16800206080842,95.1080011238,341,-160,135.10517274288986,46.3233468379321,233.0,-86.0,23.746772178259054,56.50586404129375,346.0,-244.0,151.27989,84.57706999999999,334.21204,-143.11444,127.0617,36.71714,216.94495,-68.47912600000001,24.687276999999998,49.060559999999995,254.56432999999998,-90.32403599999999
115,1082267,656521.0,,74,67,0,123.579677658101,76.63733151854666,437,-712,102.68641368669093,62.74380473137005,447.0,-98.0,,,,,114.68420400000001,57.570915,380.93555,-612.7197,94.753426,45.247917,389.0619,-83.44915999999999,,,,
117,1340236,938840.0,1186.0,72,68,16,72.03814999746314,44.29383605433643,2735,-360,56.632610455455676,37.34493861215136,644.0,-986.0,51.16779089376054,44.70504430354861,181.0,-40.0,65.42755,30.363204999999997,2065.0757,-324.75323,54.538776,30.268448,482.1427,-975.0648,51.183037,29.337933000000003,129.08618,-1.2652588
118,601638,10632.0,220840.0,73,12,74,97.67982075600278,112.56126616158654,477,-134,149.28658765989462,84.5010161110274,477.0,-86.0,16.56692628147075,71.91015410056795,487.0,-149.0,100.93258,106.30336000000001,296.42053,-120.50903000000001,119.58629599999999,49.112797,240.50683999999998,-82.49042,16.312445,63.40395,292.7185,-124.01788
119,417529,96392.0,,52,27,0,102.18732112020962,69.59230234245672,286,-185,71.82183168727695,39.80008112507863,250.0,-132.0,,,,,93.891075,54.14411,228.125,-128.96759,62.959137,26.915474,163.13013,-108.40258999999999,,,,
121,590766,159229.0,,75,46,0,117.01541388637804,66.68269990710375,276,-152,117.32843891502176,52.00172357935834,272.0,-89.0,,,,,127.10193000000001,61.22826800000001,238.04613999999998,-155.98676,110.95461,36.069893,204.49329,-72.33496,,,,
122,679953,7791.0,214.0,55,12,9,133.12370413837428,74.96004072009785,646,-177,158.20664869721475,49.4304764856245,260.0,-142.0,75.69626168224299,58.5552401946169,231.0,-5.0,135.6686,62.090687,587.7771,-166.00555,121.89853000000001,30.896645,225.37572999999998,-102.81317,137.29611,31.209475,228.06079,74.431885
123,365289,14879.0,,58,15,0,150.02707992849497,85.04422562207439,778,-132,102.50057127495128,56.69452194121252,265.0,-88.0,,,,,146.22298999999998,67.77494,641.0066,-126.98358,82.414215,37.497955,196.24268,-92.39135999999999,,,,
124,257499,699.0,,43,4,0,158.45036291403073,93.074330023369,645,-155,131.47067238912732,47.50718865540121,272.0,-37.0,,,,,162.75183,77.22816,579.14575,-120.08301000000002,142.31946000000002,45.704456,230.89404,-28.162841999999998,,,,
125,391362,7179.0,9367.0,67,11,16,129.4759659854559,74.17609762817601,320,-269,55.52792868087478,30.240580482850397,251.0,-52.0,39.597843493114134,36.6240469534584,211.0,-27.0,140.83955,65.9931,262.9397,-226.84942999999998,59.929522999999996,27.83383,206.38562,-58.710327,48.193913,45.467827,204.20862,-16.592102
126,581488,6639.0,,59,12,0,129.0521455300883,95.65133294609578,419,-185,41.610634131646336,52.8022803365614,246.0,-117.0,,,,,145.43001999999998,81.4425,297.23584,-165.00427,50.748394,50.03413,200.86682,-114.39307,,,,
127,341765,637.0,,71,5,0,114.90911006100686,57.90747422809051,2505,-329,128.76766091051806,33.938295051177505,210.0,40.0,,,,,156.29945,56.802326,1879.2354,-265.95482999999996,161.01965,11.982380000000001,190.63037,102.32117,,,,
130,481039,187320.0,2222.0,51,36,9,123.98667259827164,85.45129461643741,376,-252,143.3844117019005,56.63923077280981,376.0,-70.0,39.06030603060306,36.022931983796454,231.0,-40.0,100.36999,64.57858,215.6814,-219.93225,93.14603000000001,25.234009,190.03699,-78.83301,45.091232,37.625164,170.5686,-19.326477
134,441912,46960.0,,56,22,0,146.64244691250747,88.71185845331303,353,-228,159.95198040885862,76.46465578447415,353.0,-118.0,,,,,118.65683,66.30131,300.76599999999996,-173.18066000000002,100.34813,37.98305,210.72118999999998,-101.93829000000001,,,,
135,353302,5262.0,6704.0,60,11,39,138.6894951061698,96.78732643973528,396,-135,156.9804256936526,49.59065615849457,276.0,-84.0,48.80176014319809,60.44439832825425,303.0,-104.0,139.23358000000002,72.81933599999999,263.90222,-121.78998,126.72805,32.834297,207.83948,-62.349915,53.43213000000001,54.47635699999999,241.53406,-88.67554
136,1855627,1410687.0,175.0,97,92,6,66.74006252334117,42.703354751013066,587,-569,60.634713441039715,41.43614511089536,309.0,-92.0,42.51428571428571,25.24007180040889,126.0,-21.0,71.86910999999999,38.40767,547.0802,-361.35297,61.335834999999996,32.735596,273.50305,-165.18854,44.09945,26.981372999999998,126.92175,-52.462097
138,315781,114739.0,225.0,48,25,4,130.388573093378,64.65079459395653,343,-872,126.73946957878314,62.40469053676465,292.0,-80.0,112.44444444444444,62.488596490543976,231.0,-31.0,115.27578000000001,46.73905,275.06335,-913.3898300000001,96.60193000000001,33.43428,189.39587,-94.6134,92.34465,45.810196000000005,201.27588,-3.2995605
140,609010,10260.0,,54,11,0,144.73281719511994,89.80028639497387,369,-187,43.143664717348926,45.58670833075573,217.0,-127.0,,,,,160.40549,77.16899000000001,376.67908,-790.8959,40.05593,57.20041,210.13867000000002,-148.23993000000002,,,,
142,393284,34120.0,693.0,62,21,9,160.97231517173338,100.15839893035387,391,-138,100.4798065650645,64.76399396745653,305.0,-102.0,89.87012987012987,60.78792780592543,357.0,-54.0,158.4314,77.05533,367.42126,-127.04126000000001,101.62498000000001,38.781834,198.12524,-100.213684,139.87437,68.053375,367.42126,-61.873474
145,563086,304704.0,1992.0,77,52,22,130.98876192979404,70.19676790733449,524,-182,134.7576828659945,66.49385149614325,667.0,-112.0,27.47690763052209,112.09258431631571,238.0,-132.0,105.03926000000001,53.536736,675.1709,-118.67615,91.23493,34.088584999999995,629.0458,-103.22399999999999,16.053553,103.41765600000001,202.53418,-122.47204599999999
146,609813,16116.0,261.0,102,23,24,84.89463983221086,59.97760795586463,279,-136,123.61398610076942,32.68021763911603,205.0,-73.0,97.51724137931036,52.88761932104226,168.0,-86.0,129.92712,62.359203,521.5381,-216.1753,107.065445,19.194344,188.40723,-34.049988,130.65831,41.927475,198.87097,-63.59259
147,316556,53594.0,163.0,69,29,7,135.74745068802991,78.71044836810451,545,-132,141.86880994141134,53.170985369507186,359.0,-81.0,91.96932515337423,68.86524792620165,231.0,-52.0,116.45961000000001,64.79845999999999,457.25037000000003,-128.5304,98.427635,27.177259999999997,322.30492999999996,-66.74805,86.64103,56.86005,181.27539,-67.18634
149,379434,8918.0,1270.0,72,13,16,139.02258890874302,65.01110181166885,297,-228,111.87228078044404,39.54426625850333,212.0,-42.0,83.88661417322834,77.50786433271183,234.0,-105.0,145.89873,53.013798,265.70056,-190.25048999999999,101.89180999999999,30.688292999999998,219.18896,-59.098755000000004,87.55699,69.457886,216.8031,-92.35419
150,690376,4979.0,,65,11,0,148.48994171292162,101.26445811773071,466,-163,151.68909419562158,57.90611400645136,319.0,-44.0,,,,,150.77173,88.16676,301.08582,-142.16382,149.7687,33.714024,237.57349,-16.989929999999998,,,,
151,431353,35706.0,55320.0,53,21,40,80.82743831618188,64.86627368022934,975,-246,19.905898168375064,26.82918317198356,208.0,-106.0,27.70929139551699,47.0069726109432,245.0,-241.0,80.39106,55.6181,858.2143599999999,-472.2674,20.000456,27.860245000000003,137.77844,-78.193726,29.793546999999997,44.421814000000005,165.8501,-490.57703
152,350154,128052.0,228.0,56,29,2,67.6530783598074,54.68386811562032,395,-133,87.11726486115015,44.450157013836176,267.0,-78.0,56.57894736842106,28.581184688361198,122.0,-40.0,82.79271999999999,50.846138,233.67358,-120.42223999999999,97.273315,32.506679999999996,186.99341,-64.11371,53.69521700000001,38.303996999999995,127.36388999999998,-73.16089000000001
154,245366,1762.0,1077.0,48,9,10,147.8573885542414,92.28825081359516,377,-136,141.86095346197501,88.83948761312915,323.0,-99.0,80.9489322191272,52.98532751189922,245.0,-2.0,151.92803999999998,87.77871999999999,306.23217999999997,-121.81280500000001,98.44422,56.279835,198.21277,-90.7746,121.07405,80.924515,272.42663999999996,5.2407227
157,947520,10720.0,141995.0,128,23,92,133.89327402060115,98.16373967379015,459,-299,150.47789179104478,40.490853445187284,272.0,-58.0,14.325546674178668,53.894051915367506,340.0,-324.0,139.99397,89.56578,379.5072,-251.71307000000002,108.617676,32.970383,250.22400000000002,-38.96118,18.139643,56.194897,279.33299999999997,-274.71454
159,222267,,78706.0,41,0,41,27.59788002717453,58.1039925740329,266,-993,,,,,32.07700810611643,52.4138643519061,203.0,-116.0,32.055405,50.166603,232.57433999999998,-985.2131,,,,,33.943863,42.456436,131.14844,-97.77691999999999
