index,count,count_CCR,count_cys,shape_kid,shape_CCR,shape_cys,lumi_mean,lumi_std,lumi_max,lumi_min,lumi_mean_SE2_CCR,lumi_std_SE2_CCR,lumi_max_SE2_CCR,lumi_min_SE2_CCR,lumi_mean_SE2_cys,lumi_std_SE2_cys,lumi_max_SE2_cys,lumi_min_SE2_cys,lumi_mean_SE3_kid,lumi_std_SE3_kid,lumi_max_SE3_kid,lumi_min_SE3_kid,lumi_mean_SE3_CCR,lumi_std_SE3_CCR,lumi_max_SE3_CCR,lumi_min_SE3_CCR,lumi_mean_SE3_cys,lumi_std_SE3_cys,lumi_max_SE3_cys,lumi_min_SE3_cys
74,169501,8165.0,19887.0,49,14,35,33.79919882478569,39.96188128979578,192,-128,61.9322718922229,44.40588490699295,192.0,-96.0,10.873937748277768,22.974815696316853,150.0,-113.0,57.30678,46.566759999999995,149.43103,-109.35248,56.24083,35.172527,125.35656999999999,-81.08313000000001,13.417315499999999,21.143097,133.20311999999998,-89.32587
76,562596,271823.0,110.0,60,83,3,83.36897525044614,84.79188467379839,351,-155,30.965952108541217,27.127030277660705,280.0,-129.0,127.19090909090907,53.278768661471936,260.0,66.0,87.32091,77.76727,281.82653999999997,-145.6576,32.510834,24.840135999999998,206.13428000000002,-109.7428,208.72316,13.289418,233.34717,179.19873
77,537553,5575.0,,68,10,0,93.15823369974682,78.01591282187813,1178,-160,83.64735426008968,43.7935816467264,208.0,-78.0,,,,,92.619316,70.2316,1122.2229,-141.62524,65.24305,35.90323,161.7948,-72.7168,,,,
78,510413,133354.0,746.0,87,85,11,80.1644609365357,73.59638896057261,432,-184,31.466697661862412,29.444054186230865,231.0,-146.0,57.786863270777474,41.12553708605754,179.0,-58.0,90.97466999999999,73.76848000000001,373.72058,-160.80938999999998,36.915596,28.801417999999998,212.4458,-115.2077,87.244316,43.883915,202.36792,-17.652344
79,504777,176521.0,5007.0,60,39,27,105.56787056462557,76.96080476435148,317,-172,121.52031769591152,57.63409499615501,317.0,-131.0,66.89874176153386,72.80431084534683,267.0,-121.0,91.477356,60.01396,222.78247000000002,-130.50525,94.671844,34.66196,188.26038,-117.62091000000001,68.21431,60.796524,194.83483999999999,-102.81384
82,321920,49332.0,3252.0,57,26,20,141.30510064612326,95.72702547291418,443,-184,79.19524852023028,66.74178185873778,890.0,-151.0,46.39268142681427,75.40573635732082,313.0,-132.0,133.96243,77.55675500000001,286.84314,-148.79865,72.13634,46.945133,795.3323,-108.93225,48.255966,60.33741800000001,229.46178999999998,-106.78772
83,535339,43839.0,,61,22,0,132.13282051186258,75.83573560262144,332,-468,127.9339857204772,61.7512784995516,332.0,-80.0,,,,,117.53865,59.58235500000001,250.53076000000001,-399.13287,85.9179,36.891999999999996,189.38232,-107.89447,,,,
86,637494,195566.0,,64,40,0,77.87149839841629,59.411776568550145,606,-126,97.21756849350092,61.03024884378208,606.0,-999.0,,,,,83.55344000000001,100.4216,1375.3110000000001,-122.362854,75.14081,57.681137,867.0001,-999.58136,,,,
88,367663,31099.0,,56,25,0,143.24844762731087,78.29838220023876,365,-108,130.77623074696936,59.50061960646384,348.0,-52.0,,,,,134.8162,58.7741,241.52808,-84.57135,108.30806000000001,32.77729,204.07117,-22.28894,,,,
90,346595,6026.0,,55,12,0,141.83181523103337,102.53506406808188,341,-149,229.28559575174245,52.78620954353502,314.0,-50.0,,,,,117.46603400000001,77.85995,255.67896000000002,-112.65735,120.60673,22.572165,180.39465,-37.072815000000006,,,,
93,337724,17292.0,343.0,51,17,14,158.93853856995653,104.28428949573359,493,-142,235.68100855887118,51.01052993217022,388.0,-52.0,53.63848396501458,66.24464711334059,249.0,-84.0,153.73685,81.29611,280.71375,-234.44817999999998,127.08734,29.191069,249.87036,-78.16821,54.348152,66.403725,228.62817,-94.34039
94,442838,15971.0,2224.0,59,23,20,98.78718854298864,60.9981764778679,832,-147,102.23561455137435,37.10716211644064,572.0,-52.0,38.82868705035971,39.65758186469896,200.0,-80.0,137.2799,60.721928000000005,613.5521,-138.52588,108.27311,26.731749,603.74255,-52.48980699999999,55.569286,48.62225,196.6001,-58.157837
95,413974,5118.0,50.0,66,14,3,148.9175189746216,81.16462537670793,356,-123,142.59241891363814,37.99604519087866,613.0,-19.0,167.44,64.62171771161766,257.0,67.0,130.63045,55.010630000000006,395.20996,-97.67383000000001,120.08895,15.815688,426.3098,-2.3396605999999998,165.15033,10.927394999999999,190.91736,147.87816999999998
96,180731,517.0,,55,4,0,133.31009622034958,103.36440020439495,343,-160,126.46421663442939,49.96239568522352,229.0,-93.0,,,,,123.50211000000002,83.7774,263.63135,-145.07208,87.2016,37.245907,171.71483999999998,-56.082825,,,,
97,357133,7281.0,255.0,52,12,7,171.79846723769575,103.53092922068231,355,-150,135.38703474797418,34.35147059360695,295.0,-84.0,72.4235294117647,46.06543763393546,253.0,-16.0,142.20143000000002,79.6923,284.44214,-145.46344,107.62186000000001,27.03605,215.12146,-75.754395,88.97816999999999,44.084896,195.46399,16.729858
98,398523,89820.0,45946.0,61,28,53,94.03485118801173,69.05622485897085,486,-122,73.93040525495435,37.980204380368136,411.0,-73.0,31.13888042484656,41.768560020547426,293.0,-116.0,89.66889,56.948788,475.32665999999995,-120.32391000000001,72.02973,29.84471,378.94275,-77.04254,31.546074,38.275074,186.75879,-97.131165
101,282613,61172.0,14593.0,46,32,19,112.20652623906192,78.02015494867175,330,-168,128.36340155626758,56.20697277375986,330.0,-112.0,12.072157883916946,52.243712905166596,245.0,-145.0,96.35672,64.83525,223.62231,-141.12506000000002,81.880875,36.96161,203.06677,-103.127686,9.778305,44.56257,197.10913,-126.9939
102,373497,59772.0,63.0,56,27,2,175.6711165016051,101.3155007352594,351,-126,141.9027303754266,74.37833371828252,351.0,-79.0,262.3015873015873,13.605128492226653,288.0,230.0,144.49315,72.68423,264.26416,-107.247925,90.92681,33.179363,192.19177,-77.87744,178.2045,6.693417,190.09436000000002,158.48303
103,431205,6215.0,540.0,61,10,14,148.13622522929933,87.52656189070166,309,-155,124.11230893000806,100.91341294419763,278.0,-999.0,32.833333333333336,125.82927145762051,253.0,-155.0,133.30302,71.81565,296.5193,-131.73206000000002,83.278564,111.36368600000002,213.6012,-999.9867,40.03118,127.33033999999999,231.75879,-112.24213
104,426320,54956.0,118.0,55,21,4,136.0426956276975,80.90564233280048,319,-112,102.97925613217846,64.20577588644281,281.0,-101.0,75.0677966101695,63.95943216556636,217.0,-105.0,132.49376999999998,64.36679000000001,900.4472699999999,-108.29083,84.487236,34.364906,162.28125,-72.520935,151.23207,68.59691,214.90637,-80.51819
105,383850,46398.0,,55,18,0,146.29994008076068,71.22819431763845,1717,-120,149.98303806198544,48.78714191237444,303.0,-103.0,,,,,135.72913,55.419734999999996,1205.5588,-98.08825999999999,109.36501000000001,30.319315000000003,209.25171,-69.23053,,,,
107,326113,8082.0,,52,13,0,188.36581185049354,126.17389746374106,411,-143,65.33964365256125,43.43475179759405,239.0,-141.0,,,,,149.89163,89.93791,307.76257000000004,-126.51233,38.787758000000004,39.384827,196.07593,-120.94806000000001,,,,
109,247334,29038.0,,60,21,0,87.68760461562097,66.91187623963924,305,-137,83.98278118327708,38.747145133040014,249.0,-91.0,,,,,99.299965,60.974598,213.60596,-122.15051000000001,127.91788500000001,37.641415,213.60596,-71.52844,,,,
